year,run_number,time_idx,RMSE,ME,RMSE_GP,ME_GP
2013,6,32,5.155113562517283,0.7473749977080419,5.651972061018493,-1.269762854729025
2013,7,32,5.113056840116578,0.41299366918283886,5.541841969755247,-1.4385737398129759
2013,8,32,5.131871585999224,1.0461713257149905,5.558364723556579,-0.48418474283577717
2013,9,32,5.111147533007773,-0.07154671285705148,5.717894456714616,-1.0201027319854141
2013,10,32,5.158324850749289,0.1287194488797495,5.663067048486594,-1.0228316753468911
2014,1,32,6.333655769549084,2.4580889121401808,5.474078789169963,1.735313609049318
2014,2,32,6.414706009148014,3.1230479483662346,5.46762568544063,1.9026062911042205
2014,3,32,6.217404365004392,2.5485711683306778,5.415995175756083,1.4436747702504489
2014,4,32,6.494835777557816,3.2767701477174334,5.463612307420843,1.4099844337560556
2014,5,32,6.2297182659595824,2.384736322359196,5.53195332344433,1.1717483876963122
2014,6,32,6.292112924057397,2.8359656674980958,5.618827024628532,1.5245108528558426
2014,7,32,6.506369070466098,3.0860699925184574,5.600964138912468,1.5307443154046887
2014,8,32,6.284626791355754,3.1162366390871776,5.243612699282667,1.6232354563253337
2014,9,32,6.367090794322568,3.204434506806285,5.4795522530377845,1.542265310359593
2014,10,32,6.4163270109368264,2.968558212362642,5.59976652174507,1.654432841149273
2015,1,32,6.3794408979859005,4.030769445885676,5.530929135504345,2.797417138546533
2015,2,32,6.198258405215852,3.556717290361664,5.200235525606235,2.105814340046896
2015,3,32,6.362890198001895,3.6900991297396524,5.5742807878453355,2.5283189307831933
2015,4,32,6.306794466426766,3.7752357778926195,5.405849072528685,2.4401539028550334
2015,5,32,6.142072602160548,3.569090487143655,5.269593899292368,2.186796272115115
2015,6,32,6.580753587493208,4.189071334123961,5.339960331896889,2.2553827506273585
2015,7,32,6.33324722107663,3.833347253534141,5.224046304736922,2.1988939598576644
2015,8,32,6.395419431813328,3.8480259321444557,5.590215439478564,2.748604409413217
2015,9,32,6.4791748063325825,4.0633765928567245,5.654735814022068,2.9310220428964917
2015,10,32,6.602090722485169,4.246874927950813,5.609622448340832,2.838005893391863
